,text,y
2052,"terrific casting and solid execution give all three stories life .
",3
2053,"the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .
",1
2054,"a thriller without a lot of thrills .
",0
2055,"yet the act is still charming here .
",3
2056,"strictly middle of the road .
",2
2057,"far more enjoyable than its predecessor .
",4
2058,"i was sent a copyof this film to review on dvd .
",2
2059,"a moving essay about the specter of death , especially suicide .
",3
2060,"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , and it 's there on the screen in their version of the quiet american .
",3
2061,"though it runs 163 minutes , safe conduct is anything but languorous .
",3
2062,"barry sonnenfeld owes frank the pug big time
",2
2063,"this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here we have a bad , bad , bad movie . '
",0
2064,"even at its worst , it 's not half-bad .
",3
2065,"... even if you 've never heard of chaplin , you 'll still be glued to the screen .
",4
2066,"a long , dull procession of despair , set to cello music culled from a minimalist funeral .
",0
2067,"i would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .
",2
2068,"the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .
",3
2069,"most of the dialogue made me want to pack raw dough in my ears .
",0
2070,"vividly conveys the shadow side of the 30-year friendship between two english women .
",2
2071,"queen of the damned is too long with too little going on .
",1
2072,"whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .
",2
2073,"the sound of gunfire and cell phones ringing .
",2
2074,"it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains .
",3
2075,"campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution .
",3
2076,"sch체tte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .
",3
2077,"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .
",3
2078,"a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .
",1
2079,"their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .
",0
2080,"cloaks a familiar anti-feminist equation -lrb- career - kids = misery -rrb- in tiresome romantic-comedy duds .
",1
2081,"naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .
",3
2082,"idiotic and ugly .
",0
2083,"` film aficionados can not help but love cinema paradiso , whether the original version or new director 's cut . '
",3
2084,"if you can keep your eyes open amid all the blood and gore , you 'll see del toro has brought unexpected gravity to blade ii .
",2
2085,"hard , endearing , caring , warm .
",4
2086,"the major problem with windtalkers is that the bulk of the movie centers on the wrong character .
",1
2087,"- greaseballs mob action-comedy .
",1
2088,"visually exciting sci-fi film which suffers from a lackluster screenplay .
",2
2089,"writer and director otar iosseliani 's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls .
",4
2090,"a refreshingly realistic , affectation-free coming-of-age tale .
",4
2091,"`` simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .
",4
2092,"is truth stranger than fiction ?
",2
2093,"supposedly , pokemon ca n't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .
",1
2094,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .
",0
2095,"it 's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film .
",2
2096,"you have to see it .
",4
2097,"pray has really done his subject justice .
",3
2098,"some elements of it really blow the big one , but other parts are decent .
",2
2099,"will you go ape over this movie ?
",2
2100,"... the implication is kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .
",2
2101,"woody , what happened ?
",1
2102,"but it 's also disappointing to a certain degree .
",1
2103,"coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock .
",0
2104,"bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .
",1
2105,"at times a bit melodramatic and even a little dated -lrb- depending upon where you live -rrb- , ignorant fairies is still quite good-natured and not a bad way to spend an hour or two .
",3
2106,"a boring masquerade ball where normally good actors , even kingsley , are made to look bad .
",1
2107,"a semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer had anything to do with it .
",0
2108,"the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?
",1
2109,"though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .
",1
2110,"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug .
",3
